Host,Time Stamp,Method,Endpoint,Protocol,Status Code,Content Size
143.244.50.172,16/Feb/2023:03:28:45,GET,/config/getuser?index=0,HTTP/1.1,400,248.0
164.90.235.116,16/Feb/2023:04:11:34,GET,/,HTTP/1.1,200,5952.0
66.249.69.126,16/Feb/2023:04:39:52,GET,/robots.txt,HTTP/1.1,404,146.0
66.249.69.126,16/Feb/2023:04:39:52,GET,/assets/img/favicon.png,HTTP/1.1,200,491.0
185.221.219.172,16/Feb/2023:05:06:47,GET,/.git/config,HTTP/1.1,404,548.0
66.249.69.101,16/Feb/2023:05:24:52,GET,/apim/devportal/site/public/images/logo.svg,HTTP/1.1,304,0.0
52.167.144.90,16/Feb/2023:06:26:16,GET,/,HTTP/1.1,200,5952.0
152.89.196.211,16/Feb/2023:07:00:15,GET,/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php,HTTP/1.1,404,548.0
114.119.133.53,16/Feb/2023:07:01:52,GET,/robots.txt,HTTP/1.1,404,146.0
198.20.69.98,16/Feb/2023:07:26:00,GET,/,HTTP/1.1,200,5952.0
198.20.69.98,16/Feb/2023:07:26:16,"-""","""-",,400,0.0
198.20.69.98,16/Feb/2023:07:26:20,"-""","""-",,400,0.0
198.20.69.98,16/Feb/2023:07:26:21,"-""","""-",,400,0.0
198.20.69.98,16/Feb/2023:07:26:24,"-""","""-",,400,0.0
198.20.69.98,16/Feb/2023:07:26:30,GET,/robots.txt,HTTP/1.1,404,146.0
198.20.69.98,16/Feb/2023:07:26:32,GET,/sitemap.xml,HTTP/1.1,404,146.0
198.20.69.98,16/Feb/2023:07:26:36,GET,/.well-known/security.txt,HTTP/1.1,404,146.0
198.20.69.98,16/Feb/2023:07:26:40,GET,/assets/img/favicon.png,HTTP/1.1,200,491.0
198.20.69.98,16/Feb/2023:07:26:45,"-""","""-",,400,150.0
152.89.196.211,16/Feb/2023:07:39:40,GET,/?XDEBUG_SESSION_START=phpstorm,HTTP/1.1,200,5952.0
185.180.143.138,16/Feb/2023:07:55:53,GET,/cgi-bin/authLogin.cgi,HTTP/1.1,404,548.0
152.89.196.211,16/Feb/2023:08:37:37,GET,/,HTTP/1.1,200,5952.0
51.79.241.133,16/Feb/2023:08:45:29,GET,/,HTTP/1.1,200,5952.0
51.79.241.133,16/Feb/2023:08:45:29,GET,/helppage.html,HTTP/1.1,200,6398.0
51.79.241.133,16/Feb/2023:08:45:29,GET,/documentation.html,HTTP/1.1,200,548.0
51.79.241.133,16/Feb/2023:08:45:29,GET,/apim/devportal/,HTTP/1.1,200,979.0
143.244.50.172,16/Feb/2023:09:33:06,GET,/config/getuser?index=0,HTTP/1.1,400,248.0
152.89.196.211,16/Feb/2023:09:33:10,GET,/actuator/gateway/routes,HTTP/1.1,404,548.0
179.43.142.64,16/Feb/2023:09:44:35,GET,/.git/config,HTTP/1.1,404,548.0
87.236.176.120,16/Feb/2023:10:28:01,GET,/,HTTP/1.1,200,5952.0
87.236.176.11,16/Feb/2023:10:28:02,GET,/assets/img/apple-touch-icon.png,HTTP/1.1,200,1738.0
87.236.176.243,16/Feb/2023:10:28:02,GET,/assets/img/favicon.png,HTTP/1.1,200,491.0
172.104.131.24,16/Feb/2023:10:31:39,"-""","""-",,400,150.0
180.149.125.168,16/Feb/2023:11:17:12,GET,/stalker_portal/server/tools/auth_simple.php,HTTP/1.1,404,548.0
192.241.198.31,16/Feb/2023:11:21:15,"-""","""-",,400,150.0
185.225.74.55,16/Feb/2023:12:26:17,POST,/cgi-bin/.%%%%32%%65/.%%%%32%%65/.%%%%32%%65/.%%%%32%%65/.%%%%32%%65/bin/sh,HTTP/1.1,400,150.0
162.243.141.26,16/Feb/2023:12:29:25,GET,/,HTTP/1.1,200,5952.0
107.170.192.15,16/Feb/2023:12:35:58,GET,/owa/auth/logon.aspx,HTTP/1.1,404,146.0
182.43.148.98,16/Feb/2023:12:45:47,GET,/,HTTP/1.1,200,5952.0
192.241.213.57,16/Feb/2023:13:15:37,GET,/,HTTP/1.1,400,248.0
107.170.192.15,16/Feb/2023:13:27:17,GET,/ecp/Current/exporttool/microsoft.exchange.ediscovery.exporttool.application,HTTP/1.1,404,146.0
107.170.192.15,16/Feb/2023:13:38:57,GET,/owa/auth/x.js,HTTP/1.1,404,146.0
34.151.68.3,16/Feb/2023:13:48:43,OPTIONS,/,HTTP/1.0,405,150.0
89.248.163.137,16/Feb/2023:13:49:01,"-""","""-",,400,150.0
107.170.229.8,16/Feb/2023:13:55:07,"-""","""-",,400,150.0
122.50.208.20,16/Feb/2023:14:07:09,GET,/robots.txt,HTTP/1.1,404,548.0
122.50.208.20,16/Feb/2023:14:07:09,GET,/,HTTP/1.1,200,5952.0
122.50.208.20,16/Feb/2023:14:07:10,GET,/assets/vendor/venobox/venobox.css,HTTP/1.1,200,20309.0
122.50.208.20,16/Feb/2023:14:07:10,GET,/assets/vendor/icofont/icofont.min.css,HTTP/1.1,200,92208.0
122.50.208.20,16/Feb/2023:14:07:10,GET,/assets/vendor/bootstrap/css/bootstrap.min.css,HTTP/1.1,200,161409.0
122.50.208.20,16/Feb/2023:14:07:10,GET,/assets/vendor/owl.carousel/assets/owl.carousel.min.css,HTTP/1.1,200,3351.0
122.50.208.20,16/Feb/2023:14:07:10,GET,/assets/vendor/boxicons/css/boxicons.min.css,HTTP/1.1,200,63235.0
122.50.208.20,16/Feb/2023:14:07:10,GET,/assets/vendor/remixicon/remixicon.css,HTTP/1.1,200,110438.0
122.50.208.20,16/Feb/2023:14:07:10,GET,/assets/vendor/aos/aos.css,HTTP/1.1,200,26053.0
122.50.208.20,16/Feb/2023:14:07:10,GET,/assets/css/style.css,HTTP/1.1,200,35417.0
122.50.208.20,16/Feb/2023:14:07:10,GET,/js/multipage.js,HTTP/1.1,200,956.0
122.50.208.20,16/Feb/2023:14:07:10,GET,/assets/vendor/jquery/jquery.min.js,HTTP/1.1,200,89476.0
122.50.208.20,16/Feb/2023:14:07:10,GET,/assets/vendor/bootstrap/js/bootstrap.bundle.min.js,HTTP/1.1,200,84378.0
122.50.208.20,16/Feb/2023:14:07:10,GET,/js/jquery.js,HTTP/1.1,200,106323.0
122.50.208.20,16/Feb/2023:14:07:10,GET,/assets/vendor/jquery.easing/jquery.easing.min.js,HTTP/1.1,200,2532.0
122.50.208.20,16/Feb/2023:14:07:10,GET,/assets/vendor/php-email-form/validate.js,HTTP/1.1,200,5020.0
122.50.208.20,16/Feb/2023:14:07:10,GET,/assets/vendor/waypoints/jquery.waypoints.min.js,HTTP/1.1,200,9028.0
122.50.208.20,16/Feb/2023:14:07:10,GET,/assets/vendor/counterup/counterup.min.js,HTTP/1.1,200,2406.0
122.50.208.20,16/Feb/2023:14:07:10,GET,/assets/vendor/venobox/venobox.min.js,HTTP/1.1,200,15022.0
122.50.208.20,16/Feb/2023:14:07:10,GET,/assets/vendor/isotope-layout/isotope.pkgd.min.js,HTTP/1.1,200,35445.0
122.50.208.20,16/Feb/2023:14:07:10,GET,/assets/vendor/owl.carousel/owl.carousel.min.js,HTTP/1.1,200,44342.0
122.50.208.20,16/Feb/2023:14:07:10,GET,/assets/vendor/aos/aos.js,HTTP/1.1,200,14690.0
122.50.208.20,16/Feb/2023:14:07:10,GET,/assets/js/main.js,HTTP/1.1,200,6330.0
122.50.208.20,16/Feb/2023:14:07:10,GET,/js/multipage.js,HTTP/1.1,200,956.0
122.50.208.20,16/Feb/2023:14:07:10,GET,/assets/vendor/jquery/jquery.min.js,HTTP/1.1,200,89476.0
122.50.208.20,16/Feb/2023:14:07:10,GET,/assets/vendor/jquery.easing/jquery.easing.min.js,HTTP/1.1,200,2532.0
122.50.208.20,16/Feb/2023:14:07:10,GET,/assets/vendor/bootstrap/js/bootstrap.bundle.min.js,HTTP/1.1,200,84378.0
122.50.208.20,16/Feb/2023:14:07:11,GET,/assets/vendor/php-email-form/validate.js,HTTP/1.1,200,5020.0
122.50.208.20,16/Feb/2023:14:07:11,GET,/assets/vendor/waypoints/jquery.waypoints.min.js,HTTP/1.1,200,9028.0
122.50.208.20,16/Feb/2023:14:07:11,GET,/js/jquery.js,HTTP/1.1,200,106323.0
122.50.208.20,16/Feb/2023:14:07:11,GET,/faq.html,HTTP/1.1,200,4212.0
122.50.208.20,16/Feb/2023:14:07:11,GET,/about.html,HTTP/1.1,200,2729.0
122.50.208.20,16/Feb/2023:14:07:11,GET,/hero.html,HTTP/1.1,200,6789.0
122.50.208.20,16/Feb/2023:14:07:11,GET,/assets/vendor/counterup/counterup.min.js,HTTP/1.1,200,2406.0
122.50.208.20,16/Feb/2023:14:07:11,GET,/assets/vendor/venobox/venobox.min.js,HTTP/1.1,200,15022.0
122.50.208.20,16/Feb/2023:14:07:11,GET,/contact.html,HTTP/1.1,200,5487.0
122.50.208.20,16/Feb/2023:14:07:11,GET,/assets/js/main.js,HTTP/1.1,200,6330.0
122.50.208.20,16/Feb/2023:14:07:11,GET,/assets/vendor/aos/aos.js,HTTP/1.1,200,14690.0
122.50.208.20,16/Feb/2023:14:07:11,GET,/assets/vendor/isotope-layout/isotope.pkgd.min.js,HTTP/1.1,200,35445.0
122.50.208.20,16/Feb/2023:14:07:11,GET,/assets/vendor/owl.carousel/owl.carousel.min.js,HTTP/1.1,200,44342.0
122.50.208.20,16/Feb/2023:14:07:11,GET,/assets/vendor/icofont/fonts/icofont.woff2,HTTP/1.1,200,537868.0
122.50.208.20,16/Feb/2023:14:07:11,GET,/images/api_g.png,HTTP/1.1,200,1588.0
122.50.208.20,16/Feb/2023:14:07:11,GET,/images/api_br.png,HTTP/1.1,200,1629.0
122.50.208.20,16/Feb/2023:14:07:11,GET,/images/api_p.png,HTTP/1.1,200,1642.0
122.50.208.20,16/Feb/2023:14:07:11,GET,/images/api_y.png,HTTP/1.1,200,1636.0
122.50.208.20,16/Feb/2023:14:07:11,GET,/images/India_Map.png,HTTP/1.1,200,153088.0
122.50.208.20,16/Feb/2023:14:07:11,GET,/assets/vendor/boxicons/fonts/boxicons.woff2,HTTP/1.1,200,93260.0
122.50.208.20,16/Feb/2023:14:07:12,GET,/assets/vendor/remixicon/remixicon.woff2?t=1590207869815,HTTP/1.1,200,125268.0
122.50.208.20,16/Feb/2023:14:07:12,GET,/images/image1.jpg,HTTP/1.1,200,442343.0
122.50.208.20,16/Feb/2023:14:07:13,GET,/assets/img/favicon.png,HTTP/1.1,200,491.0
122.50.208.20,16/Feb/2023:14:14:28,GET,/apim/devportal,HTTP/1.1,301,162.0
122.50.208.20,16/Feb/2023:14:14:28,GET,/apim/devportal/,HTTP/1.1,200,979.0
122.50.208.20,16/Feb/2023:14:14:28,GET,/apim/devportal/site/public/css/main.css,HTTP/1.1,200,1697.0
122.50.208.20,16/Feb/2023:14:14:28,GET,/apim/devportal/site/public/theme/userTheme.js,HTTP/1.1,200,305.0
122.50.208.20,16/Feb/2023:14:14:28,GET,/apim/devportal/site/public/fonts/iconfont/material-icons.css,HTTP/1.1,200,970.0
122.50.208.20,16/Feb/2023:14:14:28,GET,/apim/devportal/site/public/css/overrides.css,HTTP/1.1,200,0.0
122.50.208.20,16/Feb/2023:14:14:28,GET,/apim/devportal/services/settings/settings.js,HTTP/1.1,200,998.0
122.50.208.20,16/Feb/2023:14:14:28,GET,/apim/devportal/site/public/fonts/iconfont/MaterialIcons.js,HTTP/1.1,200,6615.0
122.50.208.20,16/Feb/2023:14:14:28,GET,/apim/devportal/site/public/theme/userTheme.js,HTTP/1.1,200,305.0
122.50.208.20,16/Feb/2023:14:14:29,GET,/apim/devportal/site/public/dist/index.4d8ef87846e92153c06c.bundle.js,HTTP/1.1,200,267123.0
122.50.208.20,16/Feb/2023:14:14:29,GET,/apim/devportal/services/settings/settings.js,HTTP/1.1,200,998.0
122.50.208.20,16/Feb/2023:14:14:29,GET,/apim/devportal/site/public/fonts/iconfont/MaterialIcons.js,HTTP/1.1,200,6615.0
122.50.208.20,16/Feb/2023:14:14:29,GET,/apim/devportal/site/public/locales/en.json,HTTP/1.1,200,44152.0
122.50.208.20,16/Feb/2023:14:14:29,GET,/api/am/devportal/v2/swagger.yaml,HTTP/1.1,200,22493.0
122.50.208.20,16/Feb/2023:14:14:29,GET,/apim/devportal/site/public/images/_favicon.ico,HTTP/1.1,200,1150.0
122.50.208.20,16/Feb/2023:14:14:29,GET,/apim/devportal/site/public/images/favicon.ico,HTTP/1.1,200,162098.0
122.50.208.20,16/Feb/2023:14:14:30,GET,/apim/devportal/site/public/dist/index.4d8ef87846e92153c06c.bundle.js,HTTP/1.1,200,267123.0
122.50.208.20,16/Feb/2023:14:14:31,GET,/api/am/devportal/v2/settings,HTTP/1.1,200,646.0
122.50.208.20,16/Feb/2023:14:14:31,GET,/apim/devportal/site/public/dist/ProtectedApp.824ba3b4b8e9a2967729.bundle.js,HTTP/1.1,200,70518.0
122.50.208.20,16/Feb/2023:14:14:31,GET,/apim/devportal/site/public/dist/vendors~ProtectedApp.a1a55e633861af6d46c0.bundle.js,HTTP/1.1,200,193334.0
122.50.208.20,16/Feb/2023:14:14:31,GET,/apim/devportal/services/configs?loginPrompt=false,HTTP/1.1,302,0.0
122.50.208.20,16/Feb/2023:14:14:31,GET,/apim/oauth2/authorize?response_type=code&client_id=QT0IGbHJyodoAAlOB3skkaFkXoEa&scope=apim:admin%20apim:api_key%20apim:app_import_export%20apim:app_manage%20apim:store_settings%20apim:sub_alert_manage%20apim:sub_manage%20apim:subscribe%20openid&state=/&redirect_uri=https://uan.cdacb.in/apim/devportal/services/auth/callback/login&prompt=none,HTTP/1.1,302,0.0
122.50.208.20,16/Feb/2023:14:14:32,GET,/apim/devportal/services/auth/callback/login?error_description=Authentication+required&state=%2F&error=login_required,HTTP/1.1,302,0.0
122.50.208.20,16/Feb/2023:14:14:32,GET,/apim/devportal/services/auth/callback/logout?referrer=/apis,HTTP/1.1,302,0.0
122.50.208.20,16/Feb/2023:14:14:32,GET,/apim/devportal/site/public/theme/temporary_features_config.json,HTTP/1.1,200,0.0
122.50.208.20,16/Feb/2023:14:14:32,GET,/apim/devportal/site/public/theme/temporary_environments_config.json,HTTP/1.1,200,0.0
122.50.208.20,16/Feb/2023:14:14:32,GET,/api/am/devportal/v2/tenants?state=active,HTTP/1.1,200,96.0
122.50.208.20,16/Feb/2023:14:14:32,GET,/apim/devportal/logout?referrer=/apis,HTTP/1.1,200,979.0
122.50.208.20,16/Feb/2023:14:14:32,GET,/apim/devportal/site/public/css/main.css,HTTP/1.1,200,1697.0
122.50.208.20,16/Feb/2023:14:14:32,GET,/apim/devportal/site/public/theme/userTheme.js,HTTP/1.1,200,305.0
122.50.208.20,16/Feb/2023:14:14:32,GET,/apim/devportal/site/public/fonts/iconfont/MaterialIcons.js,HTTP/1.1,200,6615.0
122.50.208.20,16/Feb/2023:14:14:32,GET,/apim/devportal/services/settings/settings.js,HTTP/1.1,200,998.0
122.50.208.20,16/Feb/2023:14:14:32,GET,/apim/devportal/site/public/fonts/iconfont/material-icons.css,HTTP/1.1,200,970.0
122.50.208.20,16/Feb/2023:14:14:32,GET,/apim/devportal/site/public/css/overrides.css,HTTP/1.1,200,0.0
122.50.208.20,16/Feb/2023:14:14:32,GET,/apim/devportal/site/public/dist/index.4d8ef87846e92153c06c.bundle.js,HTTP/1.1,200,267130.0
122.50.208.20,16/Feb/2023:14:14:32,GET,/apim/devportal/site/public/locales/en.json,HTTP/1.1,200,44152.0
122.50.208.20,16/Feb/2023:14:14:32,GET,/api/am/devportal/v2/swagger.yaml,HTTP/1.1,200,22486.0
122.50.208.20,16/Feb/2023:14:14:32,GET,/apim/devportal/site/public/images/_favicon.ico,HTTP/1.1,200,1150.0
122.50.208.20,16/Feb/2023:14:14:32,GET,/apim/devportal/site/public/theme/userTheme.js,HTTP/1.1,200,305.0
122.50.208.20,16/Feb/2023:14:14:32,GET,/apim/devportal/site/public/dist/ProtectedApp.824ba3b4b8e9a2967729.bundle.js,HTTP/1.1,200,70556.0
122.50.208.20,16/Feb/2023:14:14:32,GET,/apim/devportal/site/public/fonts/iconfont/MaterialIcons.js,HTTP/1.1,200,6615.0
122.50.208.20,16/Feb/2023:14:14:32,GET,/apim/devportal/site/public/dist/vendors~ProtectedApp.a1a55e633861af6d46c0.bundle.js,HTTP/1.1,200,193248.0
122.50.208.20,16/Feb/2023:14:14:32,GET,/apim/devportal/services/settings/settings.js,HTTP/1.1,200,998.0
122.50.208.20,16/Feb/2023:14:14:32,GET,/apim/devportal/site/public/dist/index.4d8ef87846e92153c06c.bundle.js,HTTP/1.1,200,267362.0
122.50.208.20,16/Feb/2023:14:14:34,GET,/api/am/devportal/v2/settings,HTTP/1.1,200,646.0
122.50.208.20,16/Feb/2023:14:14:34,GET,/apim/devportal/site/public/images/_favicon.ico,HTTP/1.1,200,1150.0
122.50.208.20,16/Feb/2023:14:14:34,GET,/apim/devportal/site/public/dist/ProtectedApp.824ba3b4b8e9a2967729.bundle.js,HTTP/1.1,200,70519.0
122.50.208.20,16/Feb/2023:14:14:34,GET,/apim/devportal/site/public/dist/vendors~ProtectedApp.a1a55e633861af6d46c0.bundle.js,HTTP/1.1,200,193272.0
122.50.208.20,16/Feb/2023:14:14:34,GET,/apim/devportal/site/public/theme/temporary_environments_config.json,HTTP/1.1,200,0.0
122.50.208.20,16/Feb/2023:14:14:34,GET,/api/am/devportal/v2/tenants?state=active,HTTP/1.1,200,96.0
122.50.208.20,16/Feb/2023:14:14:34,GET,/apim/devportal/site/public/theme/temporary_features_config.json,HTTP/1.1,200,0.0
122.50.208.20,16/Feb/2023:14:14:34,GET,/apim/devportal/site/public/dist/vendors~ApiListing~Apis~ApplicationDetails.08ac37224f0cd5518eac.bundle.js,HTTP/1.1,200,5277.0
122.50.208.20,16/Feb/2023:14:14:34,GET,/apim/devportal/site/public/dist/vendors~Apis.807bf6b9a5502492c51d.bundle.js,HTTP/1.1,200,11628.0
122.50.208.20,16/Feb/2023:14:14:34,GET,/apim/devportal/site/public/dist/Apis~Landing.24e9096bfcfa01d7b293.bundle.js,HTTP/1.1,200,6269.0
122.50.208.20,16/Feb/2023:14:14:34,GET,/apim/devportal/site/public/dist/Apis.6b300e16fae186a1127c.bundle.js,HTTP/1.1,200,21535.0
122.50.208.20,16/Feb/2023:14:14:34,GET,/oidc/checksession?client_id=QT0IGbHJyodoAAlOB3skkaFkXoEa&redirect_uri=https://uan.cdacb.in/apim/devportal/services/auth/callback/login,HTTP/1.1,200,3089.0
122.50.208.20,16/Feb/2023:14:14:34,GET,/apim/devportal,HTTP/1.1,301,162.0
122.50.208.20,16/Feb/2023:14:14:34,GET,/apim/devportal/site/public/dist/vendors~Apis~ApplicationDetails.6b8bb269d872c149f64e.bundle.js,HTTP/1.1,200,62808.0
122.50.208.20,16/Feb/2023:14:14:34,GET,/apim/devportal/site/public/images/logo.svg,HTTP/1.1,200,74991.0
122.50.208.20,16/Feb/2023:14:14:34,GET,/apim/devportal/site/public/images/appbarBack.png,HTTP/1.1,200,1964.0
122.50.208.20,16/Feb/2023:14:14:34,GET,/apim/devportal/site/public/fonts/Open_Sans/mem8YaGs126MiZpBA-UFVZ0bf8pkAg.woff2,HTTP/1.1,200,8892.0
122.50.208.20,16/Feb/2023:14:14:34,GET,/apim/devportal/site/public/fonts/iconfont/MaterialIcons-Regular.woff2,HTTP/1.1,200,60840.0
122.50.208.20,16/Feb/2023:14:14:34,GET,/apim/devportal/site/public/fonts/Open_Sans/mem5YaGs126MiZpBA-UN7rgOUuhpKKSTjw.woff2,HTTP/1.1,200,8800.0
122.50.208.20,16/Feb/2023:14:14:34,GET,/apim/devportal/,HTTP/1.1,200,979.0
122.50.208.20,16/Feb/2023:14:14:35,GET,/api/am/devportal/v2/api-categories,HTTP/1.1,200,21.0
122.50.208.20,16/Feb/2023:14:14:35,GET,/api/am/devportal/v2/apis?limit=10&offset=0,HTTP/1.1,200,622.0
122.50.208.20,16/Feb/2023:14:14:35,GET,/api/am/devportal/v2/tags,HTTP/1.1,200,92.0
122.50.208.20,16/Feb/2023:14:14:35,GET,/api/am/devportal/v2/apis/33d6ca8b-f2c0-4aa8-801f-5999ff5a4cbc/thumbnail,HTTP/1.1,204,0.0
122.50.208.20,16/Feb/2023:14:14:38,GET,/apim/devportal/site/public/dist/vendors~ApiListing~Apis~ApplicationDetails.08ac37224f0cd5518eac.bundle.js,HTTP/1.1,200,5277.0
122.50.208.20,16/Feb/2023:14:14:38,GET,/apim/devportal/site/public/dist/Apis~Landing.24e9096bfcfa01d7b293.bundle.js,HTTP/1.1,200,6269.0
122.50.208.20,16/Feb/2023:14:14:38,GET,/apim/devportal/site/public/dist/vendors~Apis.807bf6b9a5502492c51d.bundle.js,HTTP/1.1,200,11628.0
122.50.208.20,16/Feb/2023:14:14:38,GET,/apim/devportal/site/public/dist/ProtectedApp.824ba3b4b8e9a2967729.bundle.js,HTTP/1.1,200,70556.0
122.50.208.20,16/Feb/2023:14:14:38,GET,/apim/devportal/site/public/dist/Apis.6b300e16fae186a1127c.bundle.js,HTTP/1.1,200,21535.0
122.50.208.20,16/Feb/2023:14:14:38,GET,/apim/devportal/site/public/dist/vendors~ProtectedApp.a1a55e633861af6d46c0.bundle.js,HTTP/1.1,200,193381.0
122.50.208.20,16/Feb/2023:14:14:38,GET,/apim/devportal/site/public/dist/vendors~Apis~ApplicationDetails.6b8bb269d872c149f64e.bundle.js,HTTP/1.1,200,62785.0
122.50.208.20,16/Feb/2023:14:14:43,GET,/apim/devportal/site/public/images/_favicon.ico,HTTP/1.1,200,1150.0
122.50.208.20,16/Feb/2023:14:14:43,GET,/api/am/devportal/v2/apis/33d6ca8b-f2c0-4aa8-801f-5999ff5a4cbc,HTTP/1.1,200,4807.0
122.50.208.20,16/Feb/2023:14:14:43,GET,/apim/devportal/site/public/dist/APIOverview.dfa68eab7c87537d270b.bundle.js,HTTP/1.1,200,10312.0
122.50.208.20,16/Feb/2023:14:14:43,GET,/apim/devportal/site/public/images/leftMenuBack.png,HTTP/1.1,200,5308.0
122.50.208.20,16/Feb/2023:14:14:43,GET,/apim/devportal/site/public/dist/APIComments.2d2dc404bcef1ee2cd62.bundle.js,HTTP/1.1,200,11271.0
122.50.208.20,16/Feb/2023:14:14:43,GET,/apim/devportal/site/public/dist/vendors~APIDocuments~APIOverview.a3bf3e4b6a073abbdc9e.bundle.js,HTTP/1.1,200,30524.0
122.50.208.20,16/Feb/2023:14:14:43,GET,/apim/devportal/site/public/images/_favicon.ico,HTTP/1.1,200,1150.0
122.50.208.20,16/Feb/2023:14:14:43,GET,/api/am/devportal/v2/throttling-policies/subscription,HTTP/1.1,200,629.0
122.50.208.20,16/Feb/2023:14:14:43,GET,/api/am/devportal/v2/apis/33d6ca8b-f2c0-4aa8-801f-5999ff5a4cbc/documents,HTTP/1.1,200,92.0
122.50.208.20,16/Feb/2023:14:14:43,GET,/api/am/devportal/v2/throttling-policies/subscription,HTTP/1.1,200,629.0
122.50.208.20,16/Feb/2023:14:14:43,GET,/api/am/devportal/v2/apis/33d6ca8b-f2c0-4aa8-801f-5999ff5a4cbc/documents,HTTP/1.1,200,92.0
122.50.208.20,16/Feb/2023:14:14:43,GET,/api/am/devportal/v2/apis/33d6ca8b-f2c0-4aa8-801f-5999ff5a4cbc/comments?limit=5&offset=0,HTTP/1.1,200,101.0
122.50.208.20,16/Feb/2023:14:14:43,GET,/api/am/devportal/v2/apis/33d6ca8b-f2c0-4aa8-801f-5999ff5a4cbc/thumbnail,HTTP/1.1,204,0.0
122.50.208.20,16/Feb/2023:14:14:44,GET,/apim/devportal/site/public/dist/APIOverview.dfa68eab7c87537d270b.bundle.js,HTTP/1.1,200,10312.0
122.50.208.20,16/Feb/2023:14:14:44,GET,/apim/devportal/site/public/dist/APIComments.2d2dc404bcef1ee2cd62.bundle.js,HTTP/1.1,200,11271.0
122.50.208.20,16/Feb/2023:14:14:44,GET,/apim/devportal/site/public/dist/vendors~APIDocuments~APIOverview.a3bf3e4b6a073abbdc9e.bundle.js,HTTP/1.1,200,30524.0
122.50.208.20,16/Feb/2023:14:14:55,GET,/,HTTP/1.1,200,5952.0
122.50.208.20,16/Feb/2023:14:14:55,GET,/assets/vendor/icofont/icofont.min.css,HTTP/1.1,200,92208.0
122.50.208.20,16/Feb/2023:14:14:56,GET,/assets/vendor/bootstrap/css/bootstrap.min.css,HTTP/1.1,200,161409.0
122.50.208.20,16/Feb/2023:14:14:56,GET,/assets/vendor/boxicons/css/boxicons.min.css,HTTP/1.1,200,63235.0
122.50.208.20,16/Feb/2023:14:14:56,GET,/assets/vendor/remixicon/remixicon.css,HTTP/1.1,200,110438.0
122.50.208.20,16/Feb/2023:14:14:56,GET,/assets/vendor/venobox/venobox.css,HTTP/1.1,200,20309.0
122.50.208.20,16/Feb/2023:14:14:56,GET,/assets/vendor/owl.carousel/assets/owl.carousel.min.css,HTTP/1.1,200,3351.0
122.50.208.20,16/Feb/2023:14:14:56,GET,/assets/vendor/aos/aos.css,HTTP/1.1,200,26053.0
122.50.208.20,16/Feb/2023:14:14:56,GET,/assets/css/style.css,HTTP/1.1,200,35417.0
122.50.208.20,16/Feb/2023:14:14:56,GET,/js/jquery.js,HTTP/1.1,200,106323.0
122.50.208.20,16/Feb/2023:14:14:56,GET,/js/multipage.js,HTTP/1.1,200,956.0
122.50.208.20,16/Feb/2023:14:14:56,GET,/assets/vendor/bootstrap/js/bootstrap.bundle.min.js,HTTP/1.1,200,84378.0
122.50.208.20,16/Feb/2023:14:14:56,GET,/assets/vendor/jquery.easing/jquery.easing.min.js,HTTP/1.1,200,2532.0
122.50.208.20,16/Feb/2023:14:14:56,GET,/assets/vendor/jquery/jquery.min.js,HTTP/1.1,200,89476.0
122.50.208.20,16/Feb/2023:14:14:56,GET,/assets/vendor/php-email-form/validate.js,HTTP/1.1,200,5020.0
122.50.208.20,16/Feb/2023:14:14:56,GET,/assets/vendor/waypoints/jquery.waypoints.min.js,HTTP/1.1,200,9028.0
122.50.208.20,16/Feb/2023:14:14:56,GET,/assets/vendor/counterup/counterup.min.js,HTTP/1.1,200,2406.0
122.50.208.20,16/Feb/2023:14:14:56,GET,/assets/vendor/venobox/venobox.min.js,HTTP/1.1,200,15022.0
122.50.208.20,16/Feb/2023:14:14:56,GET,/assets/vendor/owl.carousel/owl.carousel.min.js,HTTP/1.1,200,44342.0
122.50.208.20,16/Feb/2023:14:14:56,GET,/assets/vendor/aos/aos.js,HTTP/1.1,200,14690.0
122.50.208.20,16/Feb/2023:14:14:56,GET,/assets/vendor/isotope-layout/isotope.pkgd.min.js,HTTP/1.1,200,35445.0
122.50.208.20,16/Feb/2023:14:14:56,GET,/assets/js/main.js,HTTP/1.1,200,6330.0
122.50.208.20,16/Feb/2023:14:14:56,GET,/js/multipage.js,HTTP/1.1,200,956.0
122.50.208.20,16/Feb/2023:14:14:56,GET,/assets/vendor/jquery.easing/jquery.easing.min.js,HTTP/1.1,200,2532.0
122.50.208.20,16/Feb/2023:14:14:56,GET,/assets/vendor/jquery/jquery.min.js,HTTP/1.1,200,89476.0
122.50.208.20,16/Feb/2023:14:14:56,GET,/assets/vendor/php-email-form/validate.js,HTTP/1.1,200,5020.0
122.50.208.20,16/Feb/2023:14:14:56,GET,/js/jquery.js,HTTP/1.1,200,106323.0
122.50.208.20,16/Feb/2023:14:14:57,GET,/hero.html,HTTP/1.1,200,6789.0
122.50.208.20,16/Feb/2023:14:14:57,GET,/contact.html,HTTP/1.1,200,5487.0
122.50.208.20,16/Feb/2023:14:14:57,GET,/faq.html,HTTP/1.1,200,4212.0
122.50.208.20,16/Feb/2023:14:14:57,GET,/about.html,HTTP/1.1,200,2729.0
122.50.208.20,16/Feb/2023:14:14:57,GET,/images/api_br.png,HTTP/1.1,200,1629.0
